STATION CODE,LOCATIONS,STATE,Temp,D.O. (mg/l),PH,CONDUCTIVITY (Âµmhos/cm),B.O.D. (mg/l),NITRATENAN N+ NITRITENANN (mg/l),FECAL COLIFORM (MPN/100ml),TOTAL COLIFORM (MPN/100ml)Mean,year,date
1404.0,"BUGI RIVER AT MIBANPARA, SOUTH GARO HILLS",TRIPURA,23.3,7.7,5.8,16035.3,28.7,2.1,1089.0,4660.9,2018,2018-06-14
1295.0,"RIVER TALPONA AT CANACONA, GOA",PUNJAB,30.7,4.2,6.8,1660.4,79.3,3.7,51446.3,41275.9,2018,2018-06-15
1870.0,"D/S OF KARAKAVAGU AT PALONCHA,  KHAMMAM",HIMACHAL PRADESH,25.2,4.2,8.3,2721.8,4.2,10.3,47943.1,83162.6,2018,2018-06-16
3353.0,LOKCHAO RIVER AT BISHNUPUR,MEGHALAYA,27.7,9.2,6.9,17901.6,25.1,11.2,49781.9,20861.0,2018,2018-06-17
2331.0,"TAMBIRAPARANI AT RAIL BDG. NR. AMBASAMUDAM, TAMILNADU",KERALA,28.0,2.4,7.1,14900.9,74.1,3.6,42462.3,390.9,2018,2018-06-18
2426.0,"RUSHIKULYA AT GANJAM U/S, ODISHA",ORISSA,27.5,8.2,8.1,12635.5,23.2,3.2,16558.4,85005.3,2018,2018-06-19
2426.0,MITHI RIVER,ORISSA,23.7,9.7,8.0,7249.8,25.3,7.0,6746.1,65939.2,2018,2018-06-20
1870.0,"PEHLAR DAM ON PEHLAR INLET OF WATER WORKS, VASAI, THANE.",HIMACHAL PRADESH,20.4,6.7,6.6,4679.8,62.6,11.3,25500.1,51768.9,2018,2018-06-21
2164.0,R ANCHARAKANDY AT MERUVAMBA,MAHARASHTRA,21.8,2.6,7.0,15437.2,86.9,8.1,18889.9,39309.0,2018,2018-06-22
1404.0,"SAL AT ORLIM BRIDGE, ORLIM",TRIPURA,20.1,7.0,6.7,14392.9,41.4,0.9,52147.7,54486.4,2018,2018-06-23
2426.0,"BICHOLIM VARAZAN NAGAR, BICHOLIM",ODISHA,32.9,8.6,7.1,9457.6,22.9,11.0,43501.5,33033.9,2018,2018-06-24
1393.0,"UPSTREAM OF RIVER VISHWAMITRI AT ASOD BRIDGE AT N.H. 8 , NEAR GLDEN CHOKDI, ASOD VEMALI ROAD",DAMAN & DIU,21.0,3.5,8.0,11574.3,63.6,7.9,24700.9,35074.3,2018,2018-06-25
1150.0,"KYNSHI RIVER AT RANIKOR, WEST KHASI HILLS",GUJARAT,29.7,9.2,7.9,5775.7,72.1,8.3,6012.9,37217.5,2018,2018-06-26
2780.0,"PATALGANGA RIVER AT D/S OF KHARPADA BRIDGE, RAIGAD.",KARNATAKA,17.2,4.1,7.5,14318.4,79.9,4.1,34422.6,383.3,2018,2018-06-27
2426.0,RIVER MAPUSA ON CULVERT ON HIGHWAY MAPUSANANPANAJI,ODISHA,32.1,3.2,5.8,16802.9,81.6,11.6,43756.9,36691.1,2018,2018-06-28
1393.0,"WANGJING RIVER AT WANGJING, THOUBAL",DAMAN & DIU,33.0,2.6,6.8,2511.9,68.9,11.3,31056.2,86973.4,2018,2018-06-29
2426.0,R BHARATHAPUZHA AT KUTTIPPURAM,ODISHA,25.4,4.6,8.2,16374.4,33.4,7.9,52174.8,21234.1,2018,2018-06-30
2780.0,"NAGAVALLI AT THOTAPALLI REGULATOR, A.P.",KARNATAKA,21.1,9.7,8.3,6150.3,54.1,9.7,8881.4,23931.3,2018,2018-07-01
2050.0,"PATALGANGA RIVER AT D/S OF KHARPADA BRIDGE, RAIGAD.",MIZORAM,29.1,4.3,7.4,14213.0,11.9,2.6,46427.6,8315.6,2018,2018-07-02
2164.0,"RIVER SAL AT ORLIM BRIDGE, ORLIM",MAHARASHTRA,17.8,6.4,6.6,2902.7,11.4,2.4,34439.2,1012.3,2018,2018-07-03
2445.0,"JIRI RIVER AT JIRI, IMPHAL EAST",PONDICHERRY,21.1,6.4,8.3,3996.7,65.2,2.6,20415.2,34041.1,2018,2018-07-04
2445.0,"BANJAR AT MALANJKHAND NR W/S INTAKE POINT, JABALPUR",PONDICHERRY,27.4,7.8,6.4,15947.3,43.0,10.0,37882.7,81449.7,2018,2018-07-05
2948.0,"PATALGANGA RIVER AT KHALAPUR PUMPING STATION, KHALAPUR, RAIGAD.",RAJASTHAN,17.5,4.3,7.5,3100.9,32.7,2.0,18003.5,51029.0,2018,2018-07-06
1295.0,RIVER ASSONORA AT ASSONORA,PUNJAB,19.6,8.1,8.0,15817.2,63.2,11.2,25460.2,43029.0,2018,2018-07-07
2948.0,R AYROOR AT AYROOR BRIDGE,RAJASTHAN,21.6,3.1,7.2,15583.4,56.0,9.9,4929.3,43656.5,2018,2018-07-08
2426.0,"RIVER MARKANDA AT PAONTA, DISTT. SIRMOUR",ODISHA,31.5,6.6,8.1,444.1,6.5,1.1,5592.5,70140.6,2018,2018-07-09
3029.0,GUMTI AT D/S SOUTH TRIPURA,TAMILNADU,28.7,6.2,8.0,9777.6,67.3,4.4,46739.3,19882.2,2018,2018-07-10
3080.0,"TAMBIRAPARANI AT SIVALAPERI, CONFLUENCE POINT OF KUTTRALAM FALLS, D/S OF PALAYAMKOTTAI, TIRUNELVELI, TAMILNADU",ANDHRA PRADESH,28.4,9.4,6.2,7497.7,80.4,7.5,17153.4,31807.0,2018,2018-07-11
3353.0,MARKANDA U/S KALA AMB,MEGHALAYA,20.5,3.5,6.8,1456.3,72.3,4.9,12554.9,60121.2,2018,2018-07-12
1393.0,CHANDRAGIRI AT PADIYATHADKA,DAMAN & DIU,28.4,6.0,7.0,17116.8,24.6,6.0,12692.8,14476.0,2018,2018-07-13
2331.0,MEENACHIL AT KIDANGOOR,KERALA,29.5,7.0,7.6,12451.9,2.8,0.2,8405.5,57569.1,2018,2018-07-14
3029.0,"D/S CHHATBIR, PUNJAB",TAMILNADU,21.5,2.9,7.6,16711.8,51.9,0.5,16932.2,25304.1,2018,2018-07-15
3305.0,"GHAGGAR GHNAN1 AT ROAD BRDG. SIRSA,DEBWALI ROAD,HARYANA",MADHYA PRADESH,23.0,9.8,8.4,10941.9,47.8,6.5,37601.5,20968.1,2018,2018-07-16
2164.0,"KALI AT U/S OF WCPM, DANDELI",MAHARASHTRA,22.8,4.8,7.7,12754.6,33.7,2.1,38200.5,42828.0,2018,2018-07-17
2164.0,"BUGI RIVER AT MIBANPARA, SOUTH GARO HILLS",MAHARASHTRA,23.3,4.1,5.7,9552.7,87.4,4.3,2562.0,79513.0,2018,2018-07-18
3080.0,R AYROOR AT AYROOR BRIDGE,ANDHRA PRADESH,17.5,5.0,7.4,13451.7,29.0,2.3,15360.2,61171.0,2018,2018-07-19
3080.0,"CHANDRAPUR, AGARTALA D/S OF HAORA RIVER, TRIPURA",ANDHRA PRADESH,25.4,9.0,6.6,17562.4,39.9,8.9,42369.0,45740.1,2018,2018-07-20
3080.0,"KYNSHI RIVER AT NANGKHNUM, WEST KHASI HILLS",ANDHRA PRADESH,21.4,7.6,5.8,2638.6,62.2,2.5,27534.7,70506.1,2018,2018-07-21
3353.0,R BHARATHAPUZHA AT PATTAMBI,MEGHALAYA,29.0,3.9,5.9,12555.0,58.8,5.1,52394.7,49125.4,2018,2018-07-22
3353.0,MAHA RIVER AT CHANDEL,MEGHALAYA,17.0,8.8,8.2,17520.8,4.3,0.7,6308.5,57124.2,2018,2018-07-23
1885.0,"AMBIKA AT BILIMORA, GUJARAT",HARYANA,21.3,3.3,7.8,9954.4,18.5,1.7,41236.0,15158.3,2018,2018-07-24
2948.0,MYNTDU RIVER JOWAI,RAJASTHAN,32.1,3.9,6.7,8509.0,87.7,4.8,24511.2,56572.4,2018,2018-07-25
2164.0,"CHITRAPUZHA AT IRUMPANAM, KERALA",MAHARASHTRA,23.6,4.2,6.1,8058.3,26.5,8.1,35355.6,15647.3,2018,2018-07-26
1150.0,"BUDHABALANGA, D/S OF BARIPADA",GUJARAT,24.0,8.8,6.1,5598.5,19.1,5.3,15802.8,27408.9,2018,2018-07-27
1870.0,IMPHAL AT MAHABALI,HIMACHAL PRADESH,25.8,3.9,7.1,16594.0,76.2,4.7,22232.8,76182.0,2018,2018-07-28
2780.0,"NAGAVALLI AT JAYKAYPUR D/S, ODISHA",KARNATAKA,22.2,9.8,6.0,4996.5,68.7,0.8,45385.8,31800.8,2018,2018-07-29
1393.0,"TAMBIRAPARANI AT SRIVAIKUNTAM, D/S OF SK ANAICUT, TIRUNELVELI",DAMAN & DIU,30.8,4.8,8.4,17480.7,62.1,3.8,50899.8,67296.4,2018,2018-07-30
1150.0,IMPHAL AT MAHABALI,GUJARAT,30.8,7.3,6.4,5075.9,77.8,11.0,17318.6,77171.5,2018,2018-07-31
1870.0,"WAH BLEI AT RIANGDO, WEST KHASI HILLS",HIMACHAL PRADESH,19.0,6.7,7.6,2298.0,79.8,8.0,39077.5,83598.0,2018,2018-08-01
1476.0,IMPHAL AT MAHABALI,GOA,29.4,8.4,6.1,7978.4,84.3,10.0,12031.1,68990.6,2018,2018-08-02
1885.0,"BHATSA AT U/S OF LIBERTY OIL MILLS, SATNEL, SHAHAPUR, THANE",HARYANA,30.4,6.9,5.7,7487.9,35.7,5.8,28565.7,55035.9,2018,2018-08-03
2426.0,KUMARADHARA NAN U/S OF UPPINAGADY TOWN BEFORE CONFLUENCE WITH RIVER NETHRAVATHI,ORISSA,25.7,8.9,6.3,7395.9,50.5,9.2,3707.1,50717.9,2018,2018-08-04
1885.0,MYNTDU RIVER JOWAI,HARYANA,25.7,6.6,7.6,347.1,5.0,10.0,12429.7,1919.6,2018,2018-08-05
2050.0,"KUNDALIKA RIVER AT DHATAV AT JACKWELL (DRINKING WATER  PUMPING STATIONNANSWEET ZONE), ROHA",MIZORAM,25.4,4.0,8.3,4014.6,49.1,9.0,46990.7,66977.3,2018,2018-08-06
1150.0,RIVER MANDOVI AT AMONA BRIDGE,GUJARAT,29.3,7.1,7.1,4599.9,32.3,10.7,39826.0,62144.5,2018,2018-08-07
1295.0,"CHALIYAR AT CHUNGAPALLY, KERALA",PUNJAB,23.2,6.1,7.7,2045.8,22.8,7.8,29690.7,21423.9,2018,2018-08-08
2426.0,R KADAMBAYAR AT BRAHMAPURAM,ODISHA,17.8,2.5,5.8,1679.4,83.2,3.4,45891.3,1933.3,2018,2018-08-09
3305.0,"RIVER KALNA AT CHANDELNAN PERNEM, GOA",MADHYA PRADESH,23.7,2.5,7.7,14252.8,45.4,9.9,31596.4,38546.7,2018,2018-08-10
3029.0,"KALI AT U/S OF WCPM, DANDELI, KARNATAKA",TAMILNADU,22.5,7.6,7.8,11724.9,37.1,6.5,20626.7,17.1,2018,2018-08-11
1476.0,"MYNTDU RIVER JOWAI, MEGHALAYA",GOA,22.2,9.4,7.3,9624.9,83.8,2.0,18866.4,39771.1,2018,2018-08-12
2445.0,"GHAGGAR NEAR BANKARPUR,DERA BASSI",PONDICHERRY,26.7,4.7,7.5,13031.3,81.7,8.0,30641.4,35421.6,2018,2018-08-13
2426.0,"UMKHRAH RIVER ATUMKALIAR, SHILLONG",ODISHA,28.6,6.8,6.1,13041.9,70.1,8.3,48304.5,37906.9,2018,2018-08-14
1885.0,NAGAVALLI AT JAYKAYPUR D/S,HARYANA,23.5,9.2,7.6,14816.8,20.8,8.5,38659.7,57328.1,2018,2018-08-15
1870.0,"D/S DHAKANSU NALLAH, PUNJAB",HIMACHAL PRADESH,18.0,8.5,6.0,16019.4,35.6,11.0,13914.3,74823.0,2018,2018-08-16
2426.0,"PAMBA AT CHENGANNUR, KERALA",ORISSA,23.4,9.3,6.8,13901.0,30.2,9.9,24967.6,47742.5,2018,2018-08-17
1476.0,"RIVER KERANDI(INTAKE WELL OF NALCO REFINARY, HAL, SUNABEDA)",GOA,21.2,6.4,6.3,11783.7,0.3,9.8,1328.5,71817.1,2018,2018-08-18
2164.0,"NAGAVALLI AT THOTAPALLI REGULATOR, A.P.",MAHARASHTRA,17.8,9.2,6.3,10653.8,0.8,11.4,40725.1,11004.7,2018,2018-08-19
1393.0,"SAL AT KHAREBAND, MARGAO",DAMAN & DIU,29.2,3.6,7.4,4041.5,11.5,5.3,15318.4,12481.6,2018,2018-08-20
3305.0,"KUNDALIKA RIVER NEAR SALAV BRIDGE (SALINA ZONE), SALAV, ROHA, RAIGAD",MADHYA PRADESH,32.2,7.9,5.6,17610.7,37.1,6.2,52065.1,16310.6,2018,2018-08-21
1404.0,"PAMBA DOWN, KERALA",TRIPURA,32.6,4.1,7.1,1555.3,53.9,11.2,7212.6,41501.2,2018,2018-08-22
1295.0,"GHAGGAR NEAR BANKARPUR,DERA BASSI",PUNJAB,21.8,5.6,7.0,13604.8,74.2,5.1,28623.5,66314.7,2018,2018-08-23
2050.0,R KARUVANNURR AT KARUVANNUR BRIDGE,MIZORAM,31.7,4.2,5.7,7355.6,54.2,4.4,22827.3,18799.4,2018,2018-08-24
1404.0,BUDHABALANGA AT BALASORE D/S,TRIPURA,27.5,8.2,6.0,4854.5,75.3,9.0,43551.5,16162.9,2018,2018-08-25
2838.0,"NAGAVALLI AT JAYKAYPUR D/S, ORISSA",MANIPUR,32.3,6.0,6.1,11281.2,79.6,9.6,22890.3,9572.1,2018,2018-08-26
2948.0,"MUCHKUNDI RIVER AT  WAKED, NEAR M/S ASAHI INDIA GLASS LTD., LANJA, RATNAGIRI.",RAJASTHAN,26.5,4.6,8.2,8543.3,70.2,2.8,39192.8,44063.7,2018,2018-08-27
1150.0,MANDOVI AT AMONA BRIDGE,GUJARAT,21.5,5.0,6.5,10927.1,0.8,8.8,4813.5,32320.5,2018,2018-08-28
1885.0,"SAVITRI RIVER AT SHEDAV DOH, MAHAD,RAIGAD",HARYANA,21.2,8.9,8.0,11908.2,30.8,3.9,37218.3,19424.6,2018,2018-08-29
2838.0,"UMIAM MAWPHLANG RIVER AT NONGKREM, EAST KHASI HILLS",MANIPUR,28.6,6.6,6.4,7865.6,69.6,1.3,12430.0,424.8,2018,2018-08-30
1476.0,"KALI AT D/S WEST COAST PAPER MILL, KARNATAKA",GOA,22.4,9.0,7.6,3541.8,18.5,1.0,24168.2,27646.8,2018,2018-08-31
1476.0,"R KARINGODE AT KAKKADAVU,  KERALA",GOA,32.6,5.9,7.9,1020.3,68.3,3.0,24062.1,79116.7,2018,2018-09-01
2426.0,ANCHARAKANDY AT MERUVAMBA,ORISSA,19.0,8.7,7.0,6042.1,52.9,8.3,41582.9,55367.1,2018,2018-09-02
2948.0,"GHAGGAR GHNAN2 AT CHANDARPUR SYPHON,  HARYANA",RAJASTHAN,18.1,7.5,8.4,13314.7,32.4,3.5,47253.3,60225.5,2018,2018-09-03
3305.0,"IMPHAL AT SEKMAI, IMPHAL EAST",MADHYA PRADESH,20.8,3.2,7.1,16098.9,13.0,6.3,25873.1,81089.2,2018,2018-09-04
2948.0,"PATALGANGA NEAR INTAKE OF MIDC W/W, MAHARASHTRA",RAJASTHAN,27.1,5.0,6.7,1797.9,19.5,1.6,52631.2,63471.6,2018,2018-09-05
1295.0,"KUNDALIKA AT ROHA CITY, MAHARASHTRA",PUNJAB,18.4,9.5,7.9,2628.6,13.7,3.5,29134.1,3923.3,2018,2018-09-06
2426.0,"RIVER SUKHANA AT PARWANOO, DISTT. SOLAN",ODISHA,25.7,9.1,5.7,11198.2,2.9,2.5,47511.6,10210.7,2018,2018-09-07
2948.0,GHAGGAR AT MOONAK,RAJASTHAN,22.0,7.8,6.6,573.7,46.4,2.7,15494.2,25768.1,2018,2018-09-08
1870.0,"BHATSA RIVER AT U/S OF LIBERTY OIL MILLS, SATNEL, SHAHAPUR, THANE",HIMACHAL PRADESH,28.1,4.2,8.1,14049.5,60.8,3.6,8333.6,16877.2,2018,2018-09-09
1404.0,PERIYAR AT KALADY,TRIPURA,26.0,6.8,6.4,10592.7,55.2,5.3,16938.1,37233.0,2018,2018-09-10
3029.0,"RIVER SAL AT KHAREBAND, MARGAO",TAMILNADU,19.3,9.5,6.6,6381.8,22.1,5.6,35375.6,27004.1,2018,2018-09-11
3080.0,"SAL AT KHAREBAND, MARGAO",ANDHRA PRADESH,26.5,9.6,7.5,16627.8,32.3,4.0,48012.0,81812.2,2018,2018-09-12
2164.0,GHAGGAR BEFORE OTTU WEIR (BEFORE MIXING OF SATLUJ CANAL ,MAHARASHTRA,20.7,7.3,6.4,6664.2,29.3,2.1,33416.4,83303.6,2018,2018-09-13
1885.0,GHAGGAR AT D/S DHAKANSU NALLAH,HARYANA,27.6,8.0,5.7,13229.2,50.7,2.1,41438.5,73689.2,2018,2018-09-14
2426.0,"TAMBIRAPARANI AT VELLAKOIL, TIRUNELVELI",ODISHA,21.6,5.6,6.2,2047.9,46.6,7.7,5829.1,42513.3,2018,2018-09-15
3029.0,"ARASALAR RIVER KARAIKAL REGION, PONDICHERRY",TAMILNADU,17.8,5.6,6.3,7463.8,54.6,1.2,28911.2,32531.0,2018,2018-09-16
3080.0,"UMIAM MAWPHLANG RIVER AT UMTYNGNGAR, EAST KHASI HILLS",ANDHRA PRADESH,22.9,6.0,8.3,3435.9,17.3,1.7,11857.2,54571.5,2018,2018-09-17
2780.0,"R KUTTIYADE AT KUTTIYADY ESTATE, KERALA",KARNATAKA,21.2,3.5,7.7,12353.9,27.0,7.9,44833.8,46610.3,2018,2018-09-18
3029.0,PERIYAR AT KALADY,TAMILNADU,29.5,3.1,7.1,1984.6,52.0,3.8,29423.5,44234.1,2018,2018-09-19
1295.0,R ANCHARAKANDY AT MERUVAMBA,PUNJAB,26.5,9.2,6.1,14012.4,52.0,2.8,40138.3,14423.7,2018,2018-09-20
2445.0,R KUPPAM AT RAYAROM,PONDICHERRY,27.4,5.3,6.0,10070.8,55.5,1.6,1288.0,29109.7,2018,2018-09-21
1870.0,LUKHA RIVER AT SUNAPUR (TRIBUTARY OF LUNAR),HIMACHAL PRADESH,30.1,3.9,7.1,15711.1,52.9,8.5,42813.5,34462.8,2018,2018-09-22
1150.0,KALI AT D/S WEST COAST PAPER MILL,GUJARAT,21.9,7.5,5.6,2828.4,73.3,1.2,42926.6,45264.2,2018,2018-09-23
2050.0,NAGAVALLI AT RAYAGADA D/S,MIZORAM,25.4,9.0,8.0,7384.1,5.6,4.6,21549.5,20859.9,2018,2018-09-24
1404.0,"RILANG AT MAWKYRWAT, WEST KHASI HILLS",TRIPURA,28.0,9.0,7.1,11070.0,33.4,8.1,25227.4,58007.4,2018,2018-09-25
2331.0,"TAMBIRAPARANI AT SIVALAPERI, CONFLUENCE POINT OF KUTTRALAM FALLS, D/S OF PALAYAMKOTTAI, TIRUNELVELI",KERALA,20.9,4.6,7.1,14091.1,7.4,0.9,25283.1,60086.6,2018,2018-09-26
3080.0,"BARAK RIVER NR NONEY VILL., TAMENGLONG",ANDHRA PRADESH,17.1,7.5,8.0,283.7,72.7,5.5,38252.6,44934.3,2018,2018-09-27
2331.0,LOKCHAO RIVER AT BISHNUPUR,KERALA,21.4,9.9,8.4,10032.8,56.3,9.5,16392.0,72723.5,2018,2018-09-28
2780.0,RIVER MAPUSA ON CULVERT ON HIGHWAY MAPUSANANPANAJI,KARNATAKA,24.1,8.6,6.0,4185.3,84.5,9.0,28171.0,16081.1,2018,2018-09-29
2445.0,"U/S OF KARAKAVAGU AT PALONCHA,  KHAMMAM, A.P.",PONDICHERRY,17.3,4.0,7.9,12154.5,85.2,10.0,9440.6,65340.7,2018,2018-09-30
1393.0,"TAMBIRAPARANI AT TIRUNELVELI,COLLECTORATE",DAMAN & DIU,32.2,9.4,7.3,13002.8,75.1,7.7,49023.2,39876.3,2018,2018-10-01
2050.0,"SAVITRI RIVER AT DADLI BRIDGE, DADLI, MAHAD, RAIGADH",MIZORAM,18.3,5.9,5.7,10171.2,13.0,8.4,8037.4,5756.9,2018,2018-10-02
2838.0,"TAMBIRAPARANI AT MURAPPANADU, TAMILNADU",MANIPUR,25.0,6.9,6.0,5636.3,66.1,11.5,49565.8,52693.0,2018,2018-10-03
3029.0,UMKHEN AT WAHKDAIT,TAMILNADU,21.9,8.3,8.0,18559.2,75.7,9.3,16719.3,312.2,2018,2018-10-04
1885.0,"NONBAH RIVER AT NANGSTOIN MARKE, WEST KHASI HILLS",HARYANA,30.6,9.6,6.2,12462.4,45.9,8.1,6752.3,12526.0,2018,2018-10-05
2426.0,"GUMTI AT D/S SOUTH TRIPURA, TRIPURA",ORISSA,20.9,2.7,7.7,2841.8,84.4,7.0,1171.8,44279.2,2018,2018-10-06
1870.0,"IMPHAL AT KANGLA MOAT, IMPHAL WEST",HIMACHAL PRADESH,23.2,7.1,8.2,12913.1,41.9,2.8,28849.0,35860.5,2018,2018-10-07
1150.0,"RIVER VAMSHADHARA, KALINGAPATNAM,VIZIANAGARAM",GUJARAT,32.8,6.9,6.2,8057.6,7.5,0.7,37684.9,54868.6,2018,2018-10-08
1150.0,"TAMBIRAPARANI AT SRIVAIKUNTAM, D/S OF SK ANAICUT, TIRUNELVELI, TAMILNADU",GUJARAT,31.9,8.7,6.4,15471.1,70.1,8.3,41286.0,81836.0,2018,2018-10-09
3080.0,"SAL AT ORLIM BRIDGE, ORLIM",ANDHRA PRADESH,32.7,7.4,7.3,8385.1,53.5,4.4,16264.3,73794.0,2018,2018-10-10
1404.0,CHANDRAGIRI AT PADIYATHADKA,TRIPURA,30.1,2.8,7.2,14184.7,62.0,11.8,6584.2,11996.6,2018,2018-10-11
1393.0,"THOUBAL  AT SHONG KONG, UKHRUL",DAMAN & DIU,25.3,5.8,7.7,1864.6,33.3,11.8,33724.2,69987.7,2018,2018-10-12
2050.0,"BUDHABALANGA, D/S OF BARIPADA TOWN",MIZORAM,32.9,3.0,7.4,3545.6,59.8,4.1,21290.9,3096.4,2018,2018-10-13
2426.0,"VASHISHTI RIVER AT U/S OF POPHALI NEAR KONPHANSAWANE BRIDGE, CHIPLUN, RATNAGIRI",ORISSA,26.8,8.4,6.3,5204.1,84.0,6.8,5648.1,7663.3,2018,2018-10-14
3080.0,"SURYA RIVER AT INTAKE OF VASAINANVIRAR W/S SCHEME, MASVAN, PALGHAR, THANE",ANDHRA PRADESH,29.0,4.6,8.1,6995.0,35.7,9.4,26331.2,16724.3,2018,2018-10-15
2426.0,"GHAGGAR AT RATANHERI, D/S OF PATIALA NADI (AFTER CONFL.)",ORISSA,17.1,4.8,7.0,6112.5,54.7,7.4,44152.0,13404.6,2018,2018-10-16
2050.0,"KAN RIVER, NEAR SAKRI WATER WORKS, SAKRI, DHULE.",MIZORAM,31.4,5.1,8.4,12036.4,77.5,2.4,7481.1,10184.1,2018,2018-10-17
3305.0,"CHANDRAPUR, AGARTALA D/S OF HAORA RIVER, TRIPURA",MADHYA PRADESH,24.9,5.9,6.2,15655.9,63.8,4.6,52124.9,51152.3,2018,2018-10-18
2050.0,"RIVER KALNA AT CHANDELNAN PERNEM, GOA",MIZORAM,32.6,5.9,8.3,15904.1,8.4,9.3,7123.1,77238.5,2018,2018-10-19
2948.0,"DAMANGANGA AT D/S OF MADHUBAN, DAMAN",RAJASTHAN,18.0,6.6,6.8,14694.8,25.2,2.7,46807.9,77728.8,2018,2018-10-20
2780.0,"BHATSA RIVER AT U/S OF LIBERTY OIL MILLS, SATNEL, SHAHAPUR, THANE",KARNATAKA,23.1,6.5,7.6,12369.7,76.9,10.5,14566.8,48369.1,2018,2018-10-21
2331.0,RIVER MANDOVI AT IFFI JETTY,KERALA,31.3,4.9,7.4,12883.9,41.3,5.7,3657.7,28744.9,2018,2018-10-22
2948.0,KUNDALIKA AT ROHA CITY,RAJASTHAN,29.4,4.2,7.1,15537.2,17.9,0.7,31129.1,57850.0,2018,2018-10-23
1870.0,"R KUTTIYADE AT KUTTIYADY ESTATE, KERALA",HIMACHAL PRADESH,23.7,3.8,5.7,17486.6,84.8,4.4,15007.3,39342.7,2018,2018-10-24
1885.0,"DAMANGANGA AT KACHIGAON U\S AT GIDC WIER,GUJARAT",HARYANA,27.3,8.0,8.0,5662.7,51.1,5.6,30141.8,86554.8,2018,2018-10-25
1476.0,RIVER MANDOVI AT IFFI JETTY,GOA,24.9,8.0,7.7,9142.2,17.3,7.4,44364.2,71371.2,2018,2018-10-26
2445.0,"KALLADA AT PERUMTHOTTAMKADAVU, PUNALOOR, KERALA",PONDICHERRY,18.8,9.5,8.0,6308.9,30.8,9.2,35042.8,33516.0,2018,2018-10-27
3353.0,"RIVER KERANDI(INTAKE WELL OF NALCO REFINARY, HAL, SUNABEDA)",MEGHALAYA,19.9,7.7,5.7,10811.9,53.1,2.9,29866.6,41547.3,2018,2018-10-28
3029.0,PAMBA AT THAKAZHY,TAMILNADU,23.3,8.4,7.0,17226.8,22.8,8.7,2704.1,76407.8,2018,2018-10-29
2780.0,"KALU AT ATALE VILLAGE, MAHARASHTRA",KARNATAKA,32.7,3.3,6.2,2468.7,67.3,11.7,20881.0,31529.1,2018,2018-10-30
2050.0,"ULHAS AT U/S OF BADLAPUR, MAHARASHTRA",MIZORAM,27.7,7.7,8.0,6297.6,50.1,6.6,6687.9,64858.2,2018,2018-10-31
1295.0,TLAWNG DOWNSTREAM AIZAWL,PUNJAB,27.3,5.5,6.8,6906.5,59.9,5.7,4815.4,83714.7,2018,2018-11-01
2164.0,"TAMBIRAPARANI AT CHERANMADEVI,CAUSE WAY",MAHARASHTRA,29.0,6.7,8.4,3930.0,39.8,9.8,36719.3,82384.5,2018,2018-11-02
2050.0,VANSADHARA ATGUNUPUR (INTERSTATE BOUNDRY),MIZORAM,31.7,4.3,8.3,6438.9,15.2,10.8,51670.8,19122.4,2018,2018-11-03
2331.0,"RIVER KALNA AT CHANDELNAN PERNEM, GOA",KERALA,17.7,7.8,6.3,11307.6,14.3,5.1,16265.8,37663.9,2018,2018-11-04
1393.0,ULHAS RIVER ATJAMBHUL WATER WORKS.,DAMAN & DIU,23.3,4.8,8.3,4008.1,20.6,11.0,26098.9,4135.3,2018,2018-11-05
2050.0,"PATALGANGA AT SHILPHATA, MAHARASHTRA",MIZORAM,25.9,5.5,6.4,2673.4,5.3,4.9,16199.6,45822.6,2018,2018-11-06
2948.0,"MANIMALA AT THONDRA, KERALA",RAJASTHAN,26.2,7.5,6.1,1032.2,47.0,1.3,40418.2,37670.8,2018,2018-11-07
2838.0,"UMNGOT RIVER AT SMIT, EAST KHASI HILLS",MANIPUR,27.5,7.6,8.1,1178.2,48.5,4.5,51585.9,81326.8,2018,2018-11-08
1476.0,"TAMBIRAPARANI AT BDG.NR. MADURA COATS LTD.PAPAVINASAM,TAMILNADU",GOA,20.4,3.1,7.4,12816.5,37.8,2.5,26939.5,28448.3,2018,2018-11-09
2780.0,"GHAGGAR GHNAN1 AT ROAD BRDG. SIRSA,DEBWALI ROAD,HARYANA",KARNATAKA,21.1,2.6,5.9,6751.3,43.8,3.6,15929.9,13940.8,2018,2018-11-10
1404.0,"MEENACHIL AT KIDANGOOR, KERALA",TRIPURA,31.4,8.0,8.0,4557.9,47.0,1.4,41788.4,19137.8,2018,2018-11-11
1295.0,"RIVER LUNI AT RANAKPUR DAM, RANAKPUR, PALI, RAJASTHAN",PUNJAB,27.8,7.6,8.3,16004.9,65.5,8.9,33669.1,29042.0,2018,2018-11-12
2426.0,"RIVER SAL PAZORKHONI,CUNCOLIM(NEAR CULVERT MARGAONAN CANACONA NATIONAL HIGHWAY)",ODISHA,32.5,7.7,8.2,16212.2,61.5,0.3,13929.7,74704.1,2018,2018-11-13
1393.0,DAMANGANGA AT KACHIGAON U\S AT GIDC WIER,DAMAN & DIU,22.1,9.8,6.9,7505.6,73.8,1.5,26384.1,52817.6,2018,2018-11-14
